Key,English,Ukrainian
UI_QUEST_KILL_NPC,Defeat %s #cffc32f07#b%d/%d#nb#nc,Defeat %s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_ITEM,%s #cffc32f07#b%d/%d#nb#nc,%s #cffc32f07#b%d/%d#nb#nc
UI_QUEST_PATROL,%s Search,%s Search
UI_QUEST_COMPLETE_TEXT,[Complete],[Завершено]
UI_QUEST_NODISGUISE,Transformed into a human,Перетворився на людину
UI_QUEST_DISGUISE,Transformed into %s,Transformed into %s
UI_QUEST_SKILLLVL,%s Skill Level #b(%d/%d)#nb,%s Skill Level #b(%d/%d)#nb
UI_QUEST_KARMA_POINT,Karma Point #b(%d %s %d)#nb,Karma Point #b(%d %s %d)#nb
UI_QUEST_PARTY_SOLO,Going solo,Going solo
UI_QUEST_PARTY,Create party,Create party
UI_QUEST_PARTY_LEADER,Party Leader,Party Leader
UI_QUEST_PARTY_MEMBER,Non-Party Leader,Non-Party Leader
UI_QUEST_PARTY_NUM,Number of Party Members #b(%d %s %d)#nb,Number of Party Members #b(%d %s %d)#nb
UI_QUEST_PARTY_LEADER_NUM,"Party Leader, Number of Party Members #b(%d %s %d)#nb","Party Leader, Number of Party Members #b(%d %s %d)#nb"
UI_QUEST_PARTY_MEMBER_NUM,"Non-Party Leader, Number of Party Members #b(%d %s %d)#nb","Non-Party Leader, Number of Party Members #b(%d %s %d)#nb"
UI_QUEST_GUILD_SOLO,Non-Guild Mode,Non-Guild Mode
UI_QUEST_GUILD,Create Guild,Create Guild
UI_QUEST_GUILD_LEADER,Guild Leader,Guild Leader
UI_QUEST_GUILD_MEMBER,Non-Guild Leader,Non-Guild Leader
UI_QUEST_GUILD_NUM,Number of Guild Members #b(%d %s %d)#nb,Number of Guild Members #b(%d %s %d)#nb
UI_QUEST_GUILD_LEADER_NUM,"Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Guild Leader, Number of Guild Members #b(%d %s %d)#nb"
UI_QUEST_GUILD_MEMBER_NUM,"Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb","Non-Guild Leader, Number of Guild Members #b(%d %s %d)#nb"
UI_QUEST_CHAOTIC1,You became a criminal.,You became a criminal.
UI_QUEST_CHAOTIC2,You have been acquitted of your crimes.,You have been acquitted of your crimes.
UI_QUEST_DIALOG,Chat with #cff78e12f%s#nc,Chat with #cff78e12f%s#nc
UI_QUEST_DESTINATION,#bMeet #cff78e12f%s#nc#nb,#bMeet #cff78e12f%s#nc#nb
UI_QUEST_CANCEL_CONFIRM,Are you going to cancel the quest?,Are you going to cancel the quest?
UI_CONFIRMATION,Confirmation,Підтвердження
UI_QUEST_DESTINATION_TITLE,Destination,Пункт призначення
UI_MSGBOX_INFO,Information,Інформація
UI_OPTION_UIALPHA,Opacity,Непрозорість
UI_QUESTGOAL,Quest Goal,Quest Goal
UI_GUILD_TAB_INFO,Info,Інфо
UI_GUILD_TAB_MEMBER,Members,Члени
UI_GUILD_TAB_GRADE,Titles,Titles
UI_GUILD_TAB_WAR,Guild Duel,Guild Duel
UI_GUILD_NAME,Name:,Ім'я:
UI_GUILD_NAME_BUTTON,Name,Ім'я
UI_GUILD_MASTER,Master:,Master:
UI_GUILD_EXP,Exp:,Exp:
UI_GUILD_PENYA,Penya:,Пеня:
UI_GUILD_LEVEL,Level:,Рівень:
UI_GUILD_MEMBER,Members:,Members:
UI_GUILD_DISCORD_TIP,Join the Guild Discord.,Join the Guild Discord.
UI_GUILD_LOGO,Logo:,Logo:
UI_GUILD_LOGO_BUTTON,Logo,Logo
UI_GUILD_NOTICE,Notice,Notice
UI_GUILD_DISMISS,Dismiss,Dismiss
UI_GUILD_NOTICE_TIP,Set your guild's notice.,Set your guild's notice.
UI_GUILD_LOGO_TIP,Change your guild's logo.,Change your guild's logo.
UI_GUILD_NAME_TIP,This establishes your guild's name. It can be done only once.,This establishes your guild's name. It can be done only once.
UI_GUILD_DISMISS_TIP,"Disband your guild. Be careful, there's no going back!","Disband your guild. Be careful, there's no going back!"
UI_GUILDNAME_ENTER,Enter Guild Name,Enter Guild Name
UI_GUILDNAME_TITLE,Guild Name Setup,Guild Name Setup
UI_GUILDNOTICE_TITLE,Guild Notice Setup,Guild Notice Setup
UI_GUILDNOTICESEARCH_TITLE,Guild Search Notice Setup,Guild Search Notice Setup
UI_GUILDNOTICE_NEW,New,New
UI_GUILDNOTICE_SAVE,Save,Save
UI_GUILDNOTICE_NEW_TIP,Write new Guild Notice.,Write new Guild Notice.
UI_GUILDNOTICE_SAVE_TIP,"Open the Notice, and send it to other characters.","Open the Notice, and send it to other characters."
UI_GUILDLOGO_TITLE,Guild Logo Setup,Guild Logo Setup
UI_GUILDDISMISS_TITLE,Disband Guild Confirmation,Disband Guild Confirmation
UI_GUILDDISMISS_CONFIRM,"Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well.","Do you want to disband the guild? Keep in mind that if your guild owns a house, you will lose ownership of the guild house as well."
UI_GUILD_PAY,Salary,Salary
UI_GUILD_PAY_SETUP,Setup,Setup
UI_GUILD_GRADE_MEMBER,Members,Members
UI_GUILD_POWERS,Powers,Powers
UI_GUILD_POWER_TITLE,Title,Title
UI_GUILD_POWER_RANK,Rank,Rank
UI_GUILD_POWER_JOIN,Join,Join
UI_GUILD_POWER_ITEM,Item,Item
UI_GUILD_POWER_PENYA,Penya,Пеня
UI_GUILD_POWER_SPECTATE,Spectate,Spectate
UI_GUILD_POWER_TIP,Apply Settings,Apply Settings
UI_GUILD_POWER_SAVE,Save,Save
UI_GUILD_PAY_TIP,Set %s pay.(It will be paid at 00:00 automatically),Set %s pay.(It will be paid at 00:00 automatically)
UI_GUILDPAY_TITLE,Setup Pay per Title,Setup Pay per Title
UI_GUILDPAY_MESSAGE,What amount will you set for payment?,What amount will you set for payment?
UI_GUILDPAY_AMOUNT,Amount,Amount
UI_GUILD_GRADE,Title,Title
UI_GUILD_ALIAS,Nickname,Nickname
UI_GUILD_APPELATION_UP,Promote Member,Promote Member
UI_GUILD_APPELATION_DOWN,Demote Member,Demote Member
UI_GUILD_CLASS_UP,Class Up,Class Up
UI_GUILD_CLASS_DOWN,Class Down,Class Down
UI_GUILD_CREATE_ALIAS,Create Nickname,Create Nickname
UI_GUILD_LEAVE,Leave Guild,Leave Guild
UI_GUILD_TRANSFER_LEADER,Promote to Guild Master,Promote to Guild Master
UI_GUILDALIAS_TITLE,Setup Guild Title,Setup Guild Title
UI_GUILDALIAS_ENTER,Enter Title,Enter Title
UI_GUILDINVITE_TITLE,Invite to Guild,Invite to Guild
UI_GUILDINVITE_QUESTION,%s invites you to join the guild %s. Do you accept?,%s invites you to join the guild %s. Do you accept?
UI_GUILD_JOINQUESTION,%s wants to join your guild. Do you accept?,%s wants to join your guild. Do you accept?
UI_GUILDBANK_TITLE,Guild Safebox,Guild Safebox
UI_GUILDBANK_SUPPORT,Support,Підтримка
UI_GUILDBANK_CLOAK,Cloak,Cloak
UI_GUILDBANK_ITEM,Item,Item
UI_GUILDMERIT_TITLE,Guild Contributing,Guild Contributing
UI_GUILDMERIT_QUESTITEMS,Quest Items,Quest Items
UI_GUILDMERIT_PENYA,Penya,Пеня
UI_GUILDCOMBATBOARD_TITLE,Guild Siege Information,Guild Siege Information
UI_GUILDBANKLOG_TITLE,Guild Bank Log,Guild Bank Log
UI_GUILDBANKLOG_ADDITEM,Add Item,Add Item
UI_GUILDBANKLOG_REMOVEITEM,Remove Item,Remove Item
UI_GUILDBANKLOG_ADDGOLD,Deposit Penya,Deposit Penya
UI_GUILDBANKLOG_REMOVEGOLD,Withdraw Penya,Withdraw Penya
UI_GUILDBANKLOG_ADDITEM_FORMAT,Add,Add
UI_GUILDBANKLOG_REMOVEITEM_FORMAT,Remove,Remove
UI_GUILDBANKLOG_ADDGOLD_FORMAT,Deposit Penya,Deposit Penya
UI_GUILDBANKLOG_REMOVEGOLD_FORMAT,Withdraw Penya,Withdraw Penya
UI_MOVEPENYA_TITLE,Transfer Penya,Transfer Penya
UI_MOVEPENYA_QUESTION,How many do you want to move?,How many do you want to move?
UI_MOVEPENYA_INPUT,Penya:,Пеня:
UI_GUILDRANK_TITLE_GUILD,Guild Ranking,Guild Ranking
UI_GUILDRANK_TITLE_INFO,Other Ranking,Other Ranking
UI_GUILDRANK_TITLE_WAR,Guild Duel Ranking,Guild Duel Ranking
UI_GUILDRANK_TAB_WAR_WIN,Most Wins,Most Wins
UI_GUILDRANK_TAB_WAR_LOSE,Most Losses,Most Losses
UI_GUILDRANK_TAB_WAR_GIVEUP,Most Surrenders,Most Surrenders
UI_GUILDRANK_TAB_INFO_LEVEL,Highest Guild Level,Highest Guild Level
UI_GUILDRANK_TAB_INFO_PLAYTIME,Longest Playtime,Longest Playtime
UI_GUILDRANK_TAB_GUILD_BEST,Best Guild,Best Guild
UI_GUILDRANK_TAB_GUILD_UNITED,Best Guild of Unity,Best Guild of Unity
UI_GUILDRANK_TAB_GUILD_PENYA,Richest Guild,Richest Guild
UI_GUILDRANK_RANKING,Ranking,Ranking
UI_GUILDRANK_GUILDNAME,Guild Name,Guild Name
UI_GUILDRANK_LEADERNAME,Master Name,Master Name
UI_GUILDRANK_WINLOSE,Win / Lose,Win / Lose
UI_GUILDRANK_AVGLEVEL,Average Level,Average Level
UI_GUILD_WAR_DECLARE,Duel,Duel
UI_GUILD_WAR_PEACE,Peace,Peace
UI_GUILD_WAR_GIVEUP,Give Up,Give Up
UI_GUILD_WAR_NAME,Guild Name:,Guild Name:
UI_GUILD_WAR_LOGO,Guild Logo:,Guild Logo:
UI_GUILD_WAR_WON,Won:,Won:
UI_GUILD_WAR_LOST,Lost:,Lost:
UI_GUILD_WAR_GAVEUP,Gave Up:,Gave Up:
UI_GUILD_WAR_TIMELEFT,Time Left:,Залишилося:
UI_OPTION_THEME,Theme,Тема
UI_HOME_PROLOGUE,Prologue,Prologue
UI_SKILL_PLUS_TIP,Upgrade Skill Level,Upgrade Skill Level
UI_SKILL_MAX_TIP,Maximize Skill Level,Maximize Skill Level
UI_SKILL_MINUS_TIP,Downgrade Skill Level,Downgrade Skill Level
UI_SKILL_RESET,Reset,Reset
UI_SKILL_RESET_TIP,Redistribute skill point (Skill Point used is unavailable.),Redistribute skill point (Skill Point used is unavailable.)
UI_SKILL_SAVE,Finish,Finish
UI_SKILL_SAVE_TIP,Skill Point is distributed by pressing + or – button.,Skill Point is distributed by pressing + or – button.
UI_SKILL_POINTS,Skill Points,Skill Points
UI_WARNING,Warning,Warning
UI_SKILL_CONFIRM_QUESTION,Confirm changes to skill points?,Confirm changes to skill points?
UI_OPTION_VIBRATIONS,Vibrations,Vibrations
UI_INVENTORY_SORT,Sort Item,Sort Item
UI_ITEM_DURATION_TITLE,Item Duration,Item Duration
UI_ITEM_DURATION_TIME_LEFT,Time Left,Залишилося
UI_QUERY_EQUIP_TITLE,View,View
UI_OPTION_EQUIP_VIEW,Equipment View,Equipment View
UI_OPTION_DUEL_REQUESTS,Duel Requests,Duel Requests
UI_OPTION_DUEL_BETS,Duel Bets,Duel Bets
UI_TRADE_TITLE,Trade,Trade
UI_TRADE_PENYA,Penya,Пеня
UI_DROP_FILTER_TITLE,Pick Up Pet,Pick Up Pet
UI_DROP_FILTER_SETTINGS,Pick Up item settings,Pick Up item settings
UI_DROP_FILTER_CAT_EQUIPMENT,Equipment,Equipment
UI_DROP_FILTER_0,Weapons,Weapons
UI_DROP_FILTER_1,Armor,Броня
UI_DROP_FILTER_2,Accessory,Accessory
UI_DROP_FILTER_3,Power Dice,Power Dice
UI_DROP_FILTER_4,Mineral,Mineral
UI_DROP_FILTER_5,Element Card,Element Card
UI_DROP_FILTER_6,Socket Card,Socket Card
UI_DROP_FILTER_7,Quest,Quest
UI_DROP_FILTER_8,Booty,Booty
UI_DROP_FILTER_CAT_MATERIAL,Material,Material
UI_DROP_FILTER_9,Food,Їжа
UI_DROP_FILTER_10,FP Potion,FP Potion
UI_DROP_FILTER_11,Buff,Buff
UI_DROP_FILTER_12,Pet,Pet
UI_DROP_FILTER_13,Etc...,Etc...
UI_DROP_FILTER_CAT_ETC,Etc,Etc
UI_DROP_FILTER_14,Common,Common
UI_DROP_FILTER_15,Uncommon,Uncommon
UI_DROP_FILTER_16,Rare & Higher,Rare & Higher
UI_DROP_FILTER_17,Uncommon & Higher,Uncommon & Higher
UI_DROP_FILTER_19,MP Potion,MP Potion
UI_DROP_FILTER_APPLY,Apply,Apply
UI_TOOLTIP_ITEMTIME,Time Left:,Залишилося:
UI_TOOLTIP_USE,Use: %s,Use: %s
UI_TOOLTIP_PERMANENTTIME,No Time Limit,Без обмежень за часом
UI_TOOLTIP_COOLTIME,Waiting Time for reuse: %.2d:%.2d,Waiting Time for reuse: %.2d:%.2d
UI_RESURRECTION_TITLE,Resurrection Confirm,Resurrection Confirm
UI_RESURRECTION_MESSAGE,Another player is trying to resurrect you (skill level %d). Do you want to be resurrected?,Інший гравець намагається воскресити вас (рівень майстерності %d). Ви хочете воскресити?
UI_TOOLTIP_EQUIPSET,Set Effect,Set Effect
UI_TOOLTIP_BLOCKRATE,Block,Блок
UI_OPTION_FIELDVIEW_AUTO,Auto,Авто
UI_OPTION_FIELDVIEW_HIGH,High,Високий
UI_OPTION_FIELDVIEW_VERYHIGH,Very High,Дуже високий
UI_OPTION_FIELDVIEW_MEDIUM,Medium,Середній
UI_OPTION_FIELDVIEW_LOW,Low,Низький
UI_OPTION_FIELDVIEW_VERYLOW,Very Low,Дуже Низький
UI_OPTION_FIELDVIEW,View,View
UI_OPTION_FIELDVIEW_EXTREME,Extreme,Extreme
UI_OPTION_COLORBLIND_1,Protanopia,Протанопія
UI_OPTION_COLORBLIND_2,Deutranopia,Дейтеранопія
UI_OPTION_COLORBLIND_3,Tritanopia,Тританопія
UI_OPTION_RENDERSCALE,Resolution,Resolution
UI_OPTION_FOV,FoV,FoV
UI_OPTION_FOV_TIP,Field of View,Field of View
UI_OPTION_ADVANCEDSFX,Special Effects,Спеціальні ефекти
UI_INFO_PANG_TUTORIAL,Tutorial,Підручник
UI_INFO_PANG_NEXT,Next,Далі
UI_INFO_PANG_DONE,Done,Готово
UI_INFO_PANG_GOTIT,Got it,Зрозуміло
UI_INFO_PANG_CHECKTHELIST,Check the List,Перевірте список
UI_TUTORIAL_LIST_TITLE,Tutorial,Tutorial
UI_DROP_ITEM_CONFIRM,Really drop this item?,Справді кинути цей предмет?
UI_PRIVATE_SHOP_NAME,Shop Name,Shop Name
UI_PRIVATE_SHOP_LIST,Sale List,Sale List
UI_PRIVATE_SHOP_RESET,Reset,Reset
UI_PRIVATE_SHOP_CHAT,Chat,Chat
UI_PRIVATE_SHOP_SELL_TITLE,Sell Item Registration,Sell Item Registration
UI_PRIVATE_SHOP_QUANTITY,Quantity,Quantity
UI_PRIVATE_SHOP_UNIT_PRICE,Unit price,Unit price
UI_PRIVATE_SHOP_OPEN,Will you open your shop?,Will you open your shop?
UI_PRIVATE_SHOP_CLOSE,Will you close your shop?,Will you close your shop?
UI_PERSONAL_SHOP_TITLE,%s's Private Shop,%s's Private Shop
UI_PRIVATE_SHOP_BUY_TITLE,Buy Item,Buy Item
UI_PRIVATE_SHOP_BUY,Purchase,Purchase
UI_PRIVATE_SHOP_TOTAL_COST,Total Cost,Total Cost
UI_PERSONAL_SHOP_CHAT_TITLE,Chatting,Chatting
UI_PERSONAL_SHOP_CHAT_USER,User,User
UI_PERSONAL_SHOP_CHAT_MESSAGE,Message,Повідомлення
UI_PERSONAL_SHOP_CHAT_INPUT,Input,Input
UI_PERSONAL_SHOP_CHAT_DIALOG,Dialog,Діалог
UI_PERSONAL_SHOP_CHAT_INFO,Information,Інформація
UI_PERSONAL_SHOP_CHAT_SEND,Send,Send
UI_PERSONAL_SHOP_JOIN,%s has just logged in.,%s has just logged in.
UI_PERSONAL_SHOP_LEAVE,%s has disconnected.,%s has disconnected.
UI_PERSONAL_SHOP_SALE,Character: %s has purchased %s(%d) for %lld penya.,Character: %s has purchased %s(%d) for %lld penya.
UI_CONFIRM_SELL_PREMIUM_TITLE,Confirm Selling Premium Item,Confirm Selling Premium Item
UI_CONFIRM_SELL_PREMIUM_MSG,"This is a Premium Item. Are you sure?\nOnce it is sold, it cannot be recovered.","This is a Premium Item. Are you sure?\nOnce it is sold, it cannot be recovered."
UI_TOOLTIP_ITEM_BINDS,[Soul-Linked],[Soul-Linked]
UI_TOOLTIP_ACCOUNT_BINDS,[Account-Linked],[Account-Linked]
UI_BEAUTY_SHOP_TITLE,Hair Shop,Hair Shop
UI_BEAUTY_SHOP_RESET,Reset,Reset
UI_BEAUTY_SHOP_HAIR_COLOR,Hair Color,Hair Color
UI_BEAUTY_SHOP_HAIR_STYLE,Hair Style,Hair Style
UI_BEAUTY_SHOP_PREVIEW,Preview,Preview
UI_BEAUTY_SHOP_STYLE_PRICE,Style Price:,Style Price:
UI_BEAUTY_SHOP_COLOR_PRICE,Color Price:,Color Price:
UI_BEAUTY_SHOP_TOTAL_PRICE,Total:,Total:
UI_BEAUTY_SHOP_CONFIRM_TITLE,Confirm Purchase,Confirm Purchase
UI_OPTION_TRADE,Trade Requests,Trade Requests
UI_TRADE_REQUEST_TITLE,Trade,Trade
UI_TRADE_REQUEST_QUESTION,%s wants to trade. Would you like to trade?,%s wants to trade. Would you like to trade?
UI_TRADE_PUT_GOLD_QUESTION,How many do you want to move?,How many do you want to move?
UI_TRADE_PUT_GOLD_QTY,Penya:,Пеня:
UI_TRADE_ITEM,Item,Item
UI_TRADE_PUT_ITEM_QUESTION,Move how many items?,Move how many items?
UI_TRADE_PUT_ITEM_QTY,Number:,Number:
UI_TRADE_CONFIRM_TITLE,Confirm Trade,Confirm Trade
UI_TRADE_CONFIRM_QUESTION,Do you accept the trade?,Do you accept the trade?
UI_TRADE_CONFIRM_WAIT,You need to wait for approval.,You need to wait for approval.
UI_OPTION_MOBILE_DIR,Directional Pad,Directional Pad
UI_PIERCING_TITLE,Piercing,Piercing
UI_PIERCING_PIERCE_ITEM,Pierce Item,Pierce Item
UI_PIERCING_ITEM,Item,Item
UI_PIERCING_MATERIAL,Power Dice,Power Dice
UI_PIERCING_PROTECTSCROLL,GProtect,GProtect
UI_PIERCING_CONFIRMATION,Do you want to pierce this item?,Do you want to pierce this item?
UI_PIERCING_UNSAFE,Without Scroll of GProtect you will lose the item in case of failure.,Without Scroll of GProtect you will lose the item in case of failure.
UI_PIERCING_REMOVE_TITLE,Remove Piercing Card,Remove Piercing Card
UI_PIERCING_REMOVE_MSG,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb,Remove the selected piercing card from this item? #b#cffff0000The removed card will be destroyed.#nc#nb
UI_PIERCING_REMOVE_OK,Remove,Remove
UI_UPGRADE_PROBTOOLTIP,The success rate increases with each failed attempt.,The success rate increases with each failed attempt.
UI_UPGRADE_ATTEMPTS,Upgrade attempts: %d,Upgrade attempts: %d
UI_ELEMENT_ATTEMPTS,Element upgrade attempts: %d,Element upgrade attempts: %d
UI_PIERCING_ATTEMPTS,Piercing attempts: %d,Piercing attempts: %d
UI_ACCESSORY_TITLE,Accessory Upgrade,Accessory Upgrade
UI_ACCESSORY_UPGRADE_ITEM,Upgrade Item,Upgrade Item
UI_ACCESSORY_PROTECTSCROLL,AProtect,AProtect
UI_ACCESSORY_UNSAFE,Without Scroll of AProtect you will lose the item in case of failure.,Without Scroll of AProtect you will lose the item in case of failure.
UI_UPGRADE_TITLE,Upgrade,Upgrade
UI_UPGRADE_ITEM,Item,Item
UI_UPGRADE_MATERIAL,Power Dice/Card,Power Dice/Card
UI_UPGRADE_PROTECTSCROLL,SProtect,SProtect
UI_ULTIMATE_UPGRADE_PROTECTSCROLL,XProtect,XProtect
UI_ULTIMATE_UPGRADE_MATERIAL,Sunstone,Sunstone
UI_UPGRADE_CHANCESCROLL,SFusion,SFusion
UI_UPGRADE_DEGRADE,Attribute level will decrease in case of failure. You will not lose the item.,Attribute level will decrease in case of failure. You will not lose the item.
UI_UPGRADE_UNSAFE,Without Scroll of SProtect you will lose the item in case of failure.,Without Scroll of SProtect you will lose the item in case of failure.
UI_UPGRADE_CONFIRMATION,Do you want to upgrade this item?,Do you want to upgrade this item?
UI_ATTRIBUTE_REMOVE_TITLE,Remove Element Upgrade,Remove Element Upgrade
UI_ATTRIBUTE_REMOVE_MSG_TITLE,Confirm Removal,Confirm Removal
UI_ATTRIBUTE_REMOVE_MSG,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb,Remove the element upgrade from this item? #b#cffff0000This action cannot be undone.#nc#nb
UI_REVIVAL_CASH_SHOP_TIP,You can use a Premium item.,You can use a Premium item.
UI_REVIVAL_REVIVAL,Original Place,Початкове місце
UI_REVIVAL_REVIVAL_TIP,You will be revived where you died.,You will be revived where you died.
UI_COMMITEM_DIALOG_TITLE,Use Item,Use Item
UI_RESTATE_CONFIRM_TITLE,Confirm Re-Stat,Confirm Re-Stat
UI_RESTATE_CONFIRM_ALL,All character stats will be reset. Continue?,Усі характеристики персонажів буде скинуто. Продовжити?
UI_RESTATE_CONFIRM_STR,Your Strength (STR) stat will be reset and the points will be refunded to you. Continue?,"Статистику вашої сили (STR) буде скинуто, а бали вам повернуть. Продовжити?"
UI_RESTATE_CONFIRM_STA,Your Stamina (STA) stat will be reset and the points will be refunded to you. Continue?,"Вашу статистику витривалості (STA) буде скинуто, а очки вам повернуть. Продовжити?"
UI_RESTATE_CONFIRM_DEX,Your Dexterity (DEX) stat will be reset and the points will be refunded to you. Continue?,"Ваші показники спритності (DEX) буде скинуто, а очки вам повернуть. Продовжити?"
UI_RESTATE_CONFIRM_INT,Your Intellect (INT) stat will be reset and the points will be refunded to you. Continue?,"Вашу статистику інтелекту (INT) буде скинуто, а бали вам повернуть. Продовжити?"
UI_RESTATE_CONFIRM_STR_LOW,50 Strength (STR) points will be refunded to you. Do you want to continue?,Вам буде повернено 50 балів сили (STR). Ви хочете продовжити?
UI_RESTATE_CONFIRM_STA_LOW,50 Stamina (STA) points will be refunded to you. Do you want to continue?,Вам буде повернено 50 балів витривалості (STA). Ви хочете продовжити?
UI_RESTATE_CONFIRM_DEX_LOW,50 Dexterity (DEX) points will be refunded to you. Do you want to continue?,Вам буде повернено 50 очок спритності (DEX). Ви хочете продовжити?
UI_RESTATE_CONFIRM_INT_LOW,50 Intelligence (INT) points will be refunded to you. Do you want to continue?,Вам буде повернено 50 балів інтелекту (INT). Ви хочете продовжити?
UI_OPTION_BATTLEBGM,Battle Music,Бойова музика
UI_OPTION_VOICES,Japanese Voices,Японські голоси
UI_PK_CONFIRM_TITLE,P.K,P.K
